"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
3555.03237263881,0.720264870339033,0.0520051354629008,13.849879707608,1.27425304191987e-43,3.88495995221264e-41,"PHB"
78.4000908857038,-2.40352897721039,0.174404231018135,-13.7813685091187,3.2995742575534e-43,9.8921236241451e-41,"AFAP1-AS1"
86.5816341440629,1.03335112110933,0.0754914777240226,13.6883149232685,1.19242572745022e-42,3.51628753858601e-40,"SOCS7"
17.3812800066824,-2.54206435505554,0.186785133385614,-13.6095646852553,3.51330182440677e-42,1.01931085834563e-39,"TMC3"
2522.8705581323,0.403356906823766,0.0296909716425469,13.5851703231483,4.90389869811185e-42,1.40017983780375e-39,"PSME3"
854.488793502334,0.507102876927828,0.037465429911636,13.5352210857811,9.68905096380701e-42,2.72322888651501e-39,"CCDC55"
2678.57597609285,0.633062619950323,0.0470469885165093,13.4559647686732,2.84008040939456e-41,7.85959483141375e-39,"CALCOCO2"
1185.96790756234,0.48332599049043,0.0364118400115526,13.2738688936643,3.28189223303749e-40,8.94464810422399e-38,"VPS25"
2441.81923097772,0.754257928251519,0.057154614309104,13.196798497709,9.15436667501447e-40,2.45774250373374e-37,"ZNF652"
440.52075879085,0.705510268167557,0.0536081210102019,13.1605110358801,1.4808089236456e-39,3.91717513507897e-37,"INTS2"
1000.0831830072,0.98458335413433,0.0748243340379875,13.158598292829,1.51877345743032e-39,3.95937636989227e-37,"EPN3"
3299.10474806034,0.446749706512782,0.0339742389059078,13.1496604751048,1.70940288009017e-39,4.39267700100885e-37,"SUPT6H"
266.790255141133,0.551191624853464,0.0419672995567669,13.1338358835287,2.10706820230317e-39,5.33830180606048e-37,"C17orf75"
1823.91889706294,0.547012158611642,0.0416749602213682,13.1256792017565,2.34669272825435e-39,5.86282066608878e-37,"PPP1R9B"
2414.05220218824,0.806734457517964,0.0615986126953249,13.0966335477096,3.44188533533472e-39,8.48118265917822e-37,"NME1"
51.5645961783033,-1.40168603906188,0.107102594878886,-13.0873209995233,3.89090703884439e-39,9.45805889388281e-37,"SLC14A1"
1158.86127419533,0.51393310454278,0.0393767686832083,13.0516830539714,6.21588602004915e-39,1.49081810304859e-36,"SUZ12"
1172.6253649539,0.711499785612684,0.054784610394621,12.9872199599058,1.44584198845414e-38,3.42207969583066e-36,"RPS6KB1"
210.54380120108,1.17421845043268,0.0906267494763117,12.9566431237789,2.1547234894952e-38,5.03365793883631e-36,"C17orf96"
394.298003690228,0.585568247848818,0.0452312466339738,12.9461001282461,2.47196473378904e-38,5.70073097838427e-36,"ABHD15"
495.861310470367,1.07088111917542,0.0829173143454392,12.9150482939432,3.70211710757974e-38,8.42958006723347e-36,"SRCIN1"
4452.1184543687,0.673953721297315,0.0522912306103067,12.8884654928063,5.22735829066699e-38,1.17537151165647e-35,"CYB561"
473.641198248341,0.558623325959776,0.0433904549498105,12.8743366854746,6.27760712403936e-38,1.39409378947185e-35,"DUSP14"
6.66431869880136,1.26837894757505,0.0987606564624881,12.8429578438132,9.42051692682705e-38,2.06653973755811e-35,"GPR179"
63.5634215133317,-2.67340570338386,0.20847318512931,-12.8237389462133,1.20734966257491e-37,2.61660310004789e-35,"DSG1"
29.3131830723521,-2.15284936982362,0.168680439528065,-12.7628868874594,2.64224031399608e-37,5.65816890097161e-35,"CHRDL2"
955.156859252683,0.480783187467807,0.0376870555240395,12.757249957114,2.84053176084114e-37,6.01123356635416e-35,"RHOT1"
1482.95279191971,0.635760388220181,0.0502874676872935,12.6425214364259,1.23043831693044e-36,2.57361912150521e-34,"PNPO"
2713.30638140854,0.467350225259843,0.0370024493499885,12.6302510636364,1.43818638930805e-36,2.97357434147968e-34,"POLDIP2"
644.119100107903,0.71487337025373,0.0566326998727205,12.6229788065972,1.577396645904e-36,3.22434214392287e-34,"HEATR6"
955.3997144064,0.495059093368928,0.0392626441486198,12.6089086485106,1.88586347523324e-36,3.81156316769612e-34,"LIG3"
2439.88132149613,0.540946348296391,0.0429493069182491,12.5949959873868,2.24971380098982e-36,4.49642798357832e-34,"CBX1"
1106.67276379574,0.35208031459096,0.0280097608465892,12.5699150563734,3.09055786255705e-36,6.10911591556881e-34,"MLX"
797.950032518644,0.548016896643666,0.0436133353832063,12.5653516711929,3.27415955564973e-36,6.40169370511167e-34,"MYO19"
4677.8093658499,0.479392405325231,0.038202264797933,12.5487954146418,4.0360302884471e-36,7.8064637450093e-34,"ACLY"
1792.39358600633,0.523350273701019,0.0417713548754523,12.52892742554,5.18592662682708e-36,9.92387746418783e-34,"AMZ2"
20.5259827044774,1.1410630548947,0.0911142153520198,12.5234361124244,5.55760185402358e-36,1.05231728579133e-33,"C17orf104"
1756.81225746051,0.797018392006804,0.0638852834590776,12.4757745266536,1.01217182677126e-35,1.89655696041265e-33,"USP32"
228.375246794476,-2.08716959003382,0.167402007504264,-12.4680081269674,1.11580374198905e-35,2.06918326916485e-33,"CAPN6"
430.983058333066,0.744757911474135,0.0597904729043837,12.4561301374074,1.29503866461709e-35,2.37705668358491e-33,"BRCA1"
1414.7415780308,0.307371020146597,0.0247596753297241,12.4141781365605,2.18923359457331e-35,3.97777110092775e-33,"GGNBP2"
2554.36591444975,0.660597522099619,0.0532755603215787,12.3996353696172,2.62515429387486e-35,4.7221275438221e-33,"ACACA"
14.0745333778555,-2.18905916413892,0.176731797756965,-12.3863345018944,3.09886787292179e-35,5.51905299981357e-33,"TPH1"
174.538834822507,0.397761785853141,0.0323802544002269,12.2840846442008,1.10286235927177e-34,1.94493020770398e-32,"C17orf42"
1104.72381644497,0.620372809729928,0.0505825044337676,12.2645728335227,1.40350479461248e-34,2.45109167431934e-32,"TRIM37"
3482.95935919203,0.844138006276983,0.0689393789582325,12.2446418728026,1.79467521035385e-34,3.10409785421587e-32,"TOB1"
911.200084567539,0.465351746702481,0.0380279508688622,12.2370976103137,1.96950206432283e-34,3.37403839362276e-32,"MRPL10"
645.343413263228,0.445345062206871,0.0364410300126273,12.2209789913335,2.40174836238445e-34,4.07572165495957e-32,"COIL"
991.47473310092,0.375680412750274,0.0307809966729927,12.2049463421013,2.92501269262353e-34,4.91730171167402e-32,"NKIRAS2"
186.791418888292,0.474069933660353,0.038873139851122,12.1953085208956,3.29254614277283e-34,5.48391852001831e-32,"TADA2A"
1090.35144365658,0.719875452503441,0.059178475864656,12.1644811223228,4.80488747326788e-34,7.92938677698556e-32,"ATP5G1"
658.72458550036,0.557988444970562,0.0458747111500949,12.1633124434268,4.87414221824906e-34,7.97055183835128e-32,"C17orf71"
1141.51197059607,0.504710800550538,0.041511417950926,12.1583608911456,5.17873591761267e-34,8.39235150324475e-32,"TUBG1"
247.27127844468,-1.53224311468399,0.126156857663664,-12.145539632645,6.05815646706599e-34,9.72983201156992e-32,"AK5"
9.58444909805734,-2.17925313407242,0.179444861363056,-12.1444164938405,6.14191940993793e-34,9.77706604831535e-32,"NCRNA00092"
842.074258153286,0.829946502868461,0.0684187236044291,12.1304002639233,7.28922793160249e-34,1.1501634388918e-31,"SPAG5"
25.7105302974142,-2.55593192354862,0.211369281556961,-12.0922581783003,1.16052401769563e-33,1.81526139393992e-31,"KRT1"
39.8640662857913,-2.10372585980943,0.174068521805496,-12.085619145776,1.25818777404546e-33,1.95105876547671e-31,"GAD1"
2222.56928051596,0.349030225200047,0.0288824599470891,12.0845047769286,1.27536270992874e-33,1.96078841249558e-31,"EFTUD2"
322.831920115774,0.643315741101561,0.0533539791437299,12.0575025785525,1.77071159985659e-33,2.69928476764578e-31,"TBC1D3"
1573.98841719796,0.386752821641979,0.0322940292398994,11.9759853677269,4.74763098179558e-33,7.17650303365873e-31,"TNFAIP1"
3516.77912706734,0.579404469235188,0.0485420397294984,11.9361376749706,7.67029432171116e-33,1.1497771188245e-30,"CANT1"
1468.16953514076,0.511017693575137,0.0428327984526131,11.9305231513296,8.20561812842901e-33,1.21985668507588e-30,"ANKRD40"
104.601238276883,-1.21550319656372,0.102151138433797,-11.8990665713577,1.19678266303276e-32,1.76456774939617e-30,"HOXA7"
850.692648616059,0.372971072452162,0.031369292577024,11.8896870733177,1.33907344906475e-32,1.95831326843713e-30,"UTP6"
19.3750215924256,-1.51474710604272,0.127412085501344,-11.8885669289727,1.35715199797813e-32,1.96874597900246e-30,"CACNA2D3"
1004.61259835412,0.883934558676035,0.0744058076228466,11.879913502943,1.50523037193948e-32,2.16608671443579e-30,"PRR15L"
3685.84238886631,0.530179688358352,0.0450410543302803,11.7710319228012,5.50470037559989e-32,7.85861510764213e-30,"CCDC47"
1721.51136517163,0.494232626873467,0.0420892891355551,11.7424797858123,7.71894337122296e-32,1.09329412095715e-29,"NSF"
653.119596977104,0.41292784843815,0.035338261206546,11.685007534034,1.52066080472351e-31,2.13700363713801e-29,"C17orf80"
26.4295108856558,-1.7472930132127,0.149793372521772,-11.664688389059,1.93108820553675e-31,2.69274532102287e-29,"GDF5"
153.850961546698,0.781800874083845,0.0674209480523134,11.5958154945734,4.32724117356417e-31,5.98757032539018e-29,"CACNB1"
508.463293774771,0.688271490128095,0.0593849263979829,11.5900032529378,4.63114969356781e-31,6.35916951816013e-29,"NR1D1"
1999.92306883904,0.512757307689133,0.0444773934934094,11.5284927333953,9.47886907408835e-31,1.29171134018713e-28,"SPAG9"
883.21018420199,0.720449763525437,0.0628838319271291,11.4568362239806,2.17308564318313e-30,2.93905748493069e-28,"TMEM97"
964.966806486405,0.61088365998991,0.0534900882206048,11.4205020090917,3.30320370920187e-30,4.43418121799427e-28,"MRPL27"
618.126785506598,0.422758133290578,0.0371583599582218,11.377201086536,5.43150347734926e-30,7.2371766333747e-28,"SNX11"
1.69449408224523,3.3745021472012,0.298129557965135,11.3189117182263,1.05776860644494e-29,1.39588494461131e-27,"FAM9C"
110.123665204642,0.770035658524402,0.0680335572599578,11.3184682609213,1.06313229604042e-29,1.39588494461131e-27,"RPL23P8"
1018.82886135602,0.420117555964502,0.0371444048855931,11.3103859722208,1.16575576330399e-29,1.51953729495016e-27,"SDF2"
1245.8001974334,0.542896345670067,0.0483614681943163,11.2258036395568,3.04604460287608e-29,3.94188851198093e-27,"PSMD12"
1603.66876962622,0.4702312283797,0.0419174011243295,11.2180434799611,3.32546250214682e-29,4.27274424918692e-27,"PIGS"
10216.0193989409,0.344951692187746,0.0307730025578072,11.2095558936686,3.66025258527468e-29,4.66954776623553e-27,"EIF1"
361.769703034044,1.80302436620477,0.161537616258851,11.1616378151549,6.28233978617469e-29,7.95822028688101e-27,"C2orf54"
5508.83555047129,0.321727631463692,0.0288824396650204,11.1392124486401,8.08309548636719e-29,1.01677427698443e-26,"KPNB1"
539.267956147329,0.438726426020052,0.0394514824184685,11.1206575551815,9.95356609615813e-29,1.24336629817842e-26,"METTL2A"
1560.76039132635,0.736725154332609,0.0662536088560092,11.1197739572761,1.00526362202845e-28,1.24708151952053e-26,"CCDC117"
55.1861569975081,-1.25649475952399,0.113128866429975,-11.1067563847795,1.16307884271992e-28,1.43297686457849e-26,"ZNF385D"
941.962440222883,0.528679582504822,0.0476994762884963,11.0835510919922,1.50771575296959e-28,1.84495176628687e-26,"XYLT2"
531.988562594234,0.829816746629416,0.0750251052599216,11.060520925023,1.94961905964404e-28,2.36957754357277e-26,"TMEM86A"
75.8518370111744,-1.71988565039486,0.156275643114624,-11.0054619908579,3.59667689416637e-28,4.34208214578957e-26,"SPIB"
2309.6283751429,0.281430227157502,0.0256309100442372,10.9801106036334,4.76340249109535e-28,5.71227226732154e-26,"NMT1"
983.223757001031,0.480657629619592,0.0437861564332878,10.9773880324919,4.90912972022103e-28,5.84804141770437e-26,"MRPS23"
491.552521685321,0.583012520187739,0.0531236232583228,10.9746377304263,5.06083053635743e-28,5.98909340052614e-26,"TMEM99"
11.5160722782998,-2.14569891928049,0.196257260349107,-10.9330932036026,8.00715659957574e-28,9.41390411197179e-26,"FAM150B"
62.0620311067725,-1.6222797170308,0.14875029963022,-10.9060601629956,1.07828924219358e-27,1.25949784990767e-25,"PRSS12"
343.86236502225,0.700230134132592,0.064252499221546,10.8980995699196,1.17689682140992e-27,1.36580774345301e-25,"DHRS13"
1967.31432017594,0.568361397635667,0.0521763096489724,10.8930930811214,1.2434402155715e-27,1.43378221780129e-25,"TRAF4"
1.62610127169652,-0.969496934169014,0.0891039743083362,-10.8805128132013,1.4275756149777e-27,1.63561975555535e-25,"TSSK1B"
17.1956550951141,0.948699470395873,0.0873955893241363,10.855232829626,1.88326237962595e-27,2.14405846105769e-25,"RDM1"
1733.65968447617,0.736336984858986,0.0679605455952037,10.8347715341319,2.35552652573044e-27,2.66485604684523e-25,"TANC2"
881.666483054584,0.468793715305618,0.043291470699273,10.8287777646115,2.5148967212465e-27,2.82737263886138e-25,"RSAD1"
10.6323786361322,-1.16403794767348,0.107745922948756,-10.8035451905415,3.31164788454015e-27,3.69999516441666e-25,"HOXA2"
826.955910453064,0.609278549102672,0.0564070550703558,10.8014600007522,3.38773324171514e-27,3.76163861431926e-25,"MTFR1"
1842.56781577837,0.540735166212373,0.0500739203980714,10.798738383448,3.48965412620657e-27,3.85103671301864e-25,"DHX40"
61.8425311305899,-1.47204368589126,0.13648889393989,-10.7850803343717,4.0488940999906e-27,4.44094555308726e-25,"SLC4A4"
592.107428388961,0.626833096519356,0.0583469866696837,10.7431957037989,6.3797085832847e-27,6.95504230279547e-25,"PTRH2"
3070.86423433893,0.2210048046001,0.0206205805402764,10.717681016227,8.40851072409896e-27,9.11158378946338e-25,"ZNF207"
79.8060541768933,0.752330405211527,0.0702103607726806,10.7153758637894,8.62063817312239e-27,9.28551134479794e-25,"KRT222"
1090.12148683648,0.411405626859603,0.0384676648477714,10.6948427591761,1.0760200740664e-26,1.15211006501824e-24,"SYNRG"
1460.95940504087,0.468321486215805,0.0439592191007774,10.6535442575121,1.67850113292244e-26,1.78656085082893e-24,"RNF139"
254.14319260849,0.552404900086001,0.0519126464437991,10.6410467954863,1.91960474562109e-26,2.03116765671954e-24,"TUBD1"
12.6919187062988,-2.12252712912192,0.199774095601731,-10.6246364060803,2.28902411228008e-26,2.4078927328476e-24,"LOC100124692"
199.066149252614,-1.79066714502009,0.168563986173154,-10.6230707144091,2.32775463327418e-26,2.43439827577535e-24,"TTYH1"
709.369841373603,0.511099482985162,0.0481543612611178,10.6137734900836,2.57149301358171e-26,2.67375816926635e-24,"MBTD1"
123.862706367126,0.559980640836375,0.0527795554662401,10.6098021457297,2.68316643458515e-26,2.77383895547803e-24,"NEK8"
633.018707750159,0.382701290156271,0.0361449811500479,10.5879510233405,3.38929327851823e-26,3.48380614251348e-24,"ZNHIT3"
1398.23894071301,0.452410763106268,0.0427452356553724,10.5838874478028,3.53960596587163e-26,3.61763818830108e-24,"NOL11"
1494.98560160174,0.563195358419167,0.0535317769524058,10.5207671122125,6.93069855157439e-26,7.04346923987119e-24,"APPBP2"
1193.18831603163,-1.23260498875578,0.117182729200785,-10.5186574605528,7.08762715570269e-26,7.16248524026854e-24,"FCGBP"
7094.58694387967,0.407485045951948,0.0388706461828683,10.4831045008853,1.03296141132042e-25,1.0380396573649e-23,"NFE2L1"
5489.90115088838,0.480757306627394,0.0458651821482223,10.4819665835782,1.04546812779042e-25,1.04477114903856e-23,"KIAA0100"
63.2263603735624,-1.93769670023197,0.184967538028859,-10.4758744203518,1.11502328143206e-25,1.10812368985635e-23,"NTNG1"
1372.36379329469,0.415623269809206,0.0397070846132671,10.4672320785378,1.22162865810717e-25,1.20739869791384e-23,"MRPS7"
1502.68227335837,0.472596012289161,0.045195758345256,10.456645260357,1.36606974058163e-25,1.34277937123401e-23,"FTSJ3"
9782.24759939151,0.451445179640777,0.0432105151535133,10.4475768927293,1.50316638925349e-25,1.4695085331463e-23,"JUP"
2447.89314725929,-1.12400405174885,0.107620349321261,-10.4441591096638,1.55830231750123e-25,1.51517524795741e-23,"ELN"
72.5819458049146,-1.41035406259466,0.135243520051654,-10.4282560972681,1.84238543211841e-25,1.7817650082229e-23,"CD207"
23.4666453098855,2.0566929601282,0.197638114826696,10.4063579129545,2.31925566548606e-25,2.23095031608359e-23,"B4GALNT2"
2200.99948564921,0.49515420920988,0.0476134308654604,10.3994650292902,2.49329027964436e-25,2.38560135905547e-23,"NF1"
1348.94581184138,0.654088142782024,0.0629883274424157,10.3842754577028,2.92380858157274e-25,2.78272321509685e-23,"TOM1L1"
1806.69397235737,0.452857220193948,0.0436979271287952,10.3633570274214,3.63959221959207e-25,3.44573604452748e-23,"GIT1"
8511.5382007029,0.569376837620728,0.0550141927006759,10.349635424419,4.20082392135687e-25,3.95625239253232e-23,"NME2"
42.3885912582758,-1.41459311920715,0.136830823082555,-10.3382636115087,4.73030581567018e-25,4.431705261056e-23,"CA3"
618.144886996366,0.452781563712737,0.043935564030728,10.3055821337827,6.64879040976028e-25,6.19681046066155e-23,"NLK"
779.424339608827,0.393623774119562,0.0382961301327997,10.2784216774538,8.81594289517848e-25,8.17428767002426e-23,"ORMDL2"
3381.45465576748,0.331152998802874,0.0322421964832814,10.2707952597022,9.54148421122327e-25,8.8016522046915e-23,"RAB5C"
1397.80766910977,0.394981604598119,0.0384869085169312,10.2627521881722,1.03708050267662e-24,9.51785922558525e-23,"PHF12"
43.6804345432068,-3.15923656370862,0.308010850958028,-10.2569002159574,1.101871167762e-24,1.00611464800522e-22,"NTS"
55.2445782744394,-0.951341786410198,0.0929627286255396,-10.2335828613881,1.40233150736408e-24,1.27399692699319e-22,"NPAS3"
3839.80550214382,0.596274994706031,0.0582939984704754,10.2287544232882,1.4740299291693e-24,1.33240454099986e-22,"CPD"
913.983839901962,0.562531688882626,0.0550395910540167,10.2204917970875,1.60524385434332e-24,1.44375632259639e-22,"SKA2"
2682.78629029565,0.343627034757262,0.0336978119899203,10.197309987368,2.03840084707757e-24,1.82421663866823e-22,"NPLOC4"
802.602041690878,0.390806106542021,0.0383414818015619,10.1927752444378,2.13578470866228e-24,1.90190570987214e-22,"TLK2"
10.553098895427,-1.19060108366053,0.11689370468276,-10.1853310825568,2.30573673005126e-24,2.04313262562375e-22,"GNG3"
627.633210547108,-0.715210710044101,0.070372724738978,-10.1631805887425,2.89475936503741e-24,2.5524966401124e-22,"PDZRN3"
1824.6355665558,0.590124419595389,0.0580689598387162,10.1624761530847,2.91575583787596e-24,2.55846907374209e-22,"SLC39A11"
17.3268621340343,-1.40216887191486,0.138056011274353,-10.1565216825538,3.09936971081799e-24,2.7063816678735e-22,"EFCAB1"
1431.15568516004,0.383725638700848,0.0378203944878744,10.1459977849748,3.45232214189633e-24,3.00001790765368e-22,"SPOP"
19.9774186265537,1.65787524669521,0.163636489164369,10.1314520689204,4.00654841862957e-24,3.46489389203407e-22,"UGT3A2"
773.754955488554,0.414273974751712,0.040996315183353,10.1051514727336,5.24145087621383e-24,4.51115877326958e-22,"COX11"
205.280055938768,-1.168311611628,0.115664546228752,-10.1008619297862,5.47587602725722e-24,4.69047895134775e-22,"NAV3"
91.2043838206009,-1.50418180651229,0.148938959500823,-10.0993172743629,5.56281068663255e-24,4.74236202043348e-22,"CITED1"
6009.78175834381,0.529860177719863,0.0526611141248283,10.0616970705154,8.15797629168667e-24,6.92196592145565e-22,"RNF213"
18.7555730671826,-1.51540126746672,0.151005865526387,-10.0353801634409,1.06548170319204e-23,8.99806801737957e-22,"COX6B2"
171.868923130964,-0.858831021425765,0.0856708805328271,-10.0247717320552,1.18633412265155e-23,9.97185897114772e-22,"LEPREL1"
30.6727469633126,-1.7828941697825,0.177911088402023,-10.0212650363519,1.22919425939816e-23,1.02840680642112e-21,"SERPINB7"
7105.70961369327,0.623013903095991,0.0622123838379203,10.0143068736782,1.31883087991737e-23,1.0982930494423e-21,"TPD52"
28.9930918001181,-2.15976761371108,0.215695894226202,-10.0130214414101,1.33608468576679e-23,1.10753416256097e-21,"GRIA1"
7660.61008469622,0.727572908751564,0.072707829206755,10.0068027981224,1.42276328875943e-23,1.17397550633966e-21,"SLC9A3R1"
523.105062735882,0.481842619924302,0.0482005847356012,9.99661357984338,1.57697724034891e-23,1.29528157988111e-21,"TMEM68"
8.6985223946081,-1.82317380303406,0.182495554425491,-9.99023679658138,1.68179503743835e-23,1.37509677879277e-21,"NCRNA00110"
44.9298085404782,0.73688681063572,0.0738556021864663,9.97739898965647,1.91418757831069e-23,1.55802742799334e-21,"CCDC87"
415.655206262308,-0.368817674190759,0.0369794500042407,-9.97358463007061,1.98917196119302e-23,1.61176690260991e-21,"ITFG2"
